protein,num_pfams,pfam_accession,pfam_name
NP_417780.1,1,PF00338,Ribosomal_S10
NP_417800.1,1,PF00177,Ribosomal_S7
NP_417801.1,1,PF00164,Ribosom_S12_S23
NP_417819.1,1,PF00117,GATase
NP_417843.1,1,PF00579,tRNA-synt_1b
NP_417859.1,1,PF01479,S4
NP_417863.1,1,PF02518,HATPase_c
NP_417866.4,1,PF00575,S1
NP_417880.1,1,PF00004,AAA
NP_417907.2,1,PF00005,ABC_tran
NP_417911.4,1,PF00005,ABC_tran
NP_417912.1,1,PF00005,ABC_tran
NP_417920.1,1,PF00005,ABC_tran
NP_417936.1,1,PF00005,ABC_tran
NP_417937.1,1,PF00005,ABC_tran
NP_417949.1,1,PF07992,Pyr_redox_2
NP_417997.1,1,PF00005,ABC_tran
NP_417998.1,1,PF00005,ABC_tran
NP_418016.1,1,PF05746,DALR_1
NP_418024.1,1,PF00005,ABC_tran
NP_418124.4,1,PF02518,HATPase_c
NP_418157.1,1,PF00004,AAA
NP_418162.1,1,PF01926,MMR_HSR1
NP_418181.1,1,PF00005,ABC_tran
NP_418193.1,1,PF00137,ATP-synt_C
NP_418205.1,1,PF00005,ABC_tran
NP_418214.2,1,PF00004,AAA
NP_418227.1,1,PF00271,Helicase_C
NP_418230.1,1,PF00006,ATP-synt_ab
NP_418238.1,1,PF00266,Aminotran_5
NP_418289.1,1,PF00557,Peptidase_M24
NP_418301.3,1,PF01926,MMR_HSR1
NP_418305.1,1,PF02518,HATPase_c
NP_418347.1,1,PF02518,HATPase_c
NP_418366.1,1,PF00004,AAA
NP_418370.1,1,PF00271,Helicase_C
NP_418375.1,1,PF00696,AA_kinase
NP_418394.3,1,PF00696,AA_kinase
NP_418411.1,1,PF00687,Ribosomal_L1
NP_418412.1,1,PF00466,Ribosomal_L10
NP_418431.1,1,PF02518,HATPase_c
NP_418432.1,1,PF00004,AAA
NP_418446.1,1,PF01479,S4
NP_418448.1,1,PF00696,AA_kinase
NP_418459.1,1,PF00005,ABC_tran
NP_418482.1,1,PF00005,ABC_tran
NP_418511.1,1,PF00005,ABC_tran
NP_418520.1,1,PF00005,ABC_tran
NP_418530.1,1,PF00005,ABC_tran
NP_418533.1,1,PF01926,MMR_HSR1
NP_418536.1,1,PF02518,HATPase_c
NP_418549.1,1,PF02518,HATPase_c
NP_418578.1,1,PF07992,Pyr_redox_2
NP_418579.2,1,PF00152,tRNA-synt_2
NP_418585.4,1,PF01926,MMR_HSR1
NP_418591.1,1,PF02518,HATPase_c
NP_418594.1,1,PF01926,MMR_HSR1
NP_418600.4,1,PF00575,S1
NP_418639.1,1,PF00571,CBS
NP_418707.1,1,PF00005,ABC_tran
NP_418766.4,1,PF00004,AAA
NP_418770.2,1,PF00271,Helicase_C
NP_418781.1,1,PF00004,AAA
NP_418816.1,1,PF02518,HATPase_c
YP_009518751.1,1,PF00004,AAA
YP_010051194.1,1,PF00004,AAA
YP_010051217.1,1,PF00004,AAA
YP_010283911.1,1,PF02518,HATPase_c
YP_025300.1,1,PF00005,ABC_tran
YP_026169.1,1,PF00266,Aminotran_5
YP_026171.3,1,PF00571,CBS
YP_026173.1,1,PF01926,MMR_HSR1
YP_026207.1,1,PF02518,HATPase_c
YP_026225.1,1,PF00005,ABC_tran
YP_026263.3,1,PF00271,Helicase_C
YP_026271.1,1,PF01026,TatD_DNase
YP_026282.1,1,PF00005,ABC_tran
YP_026286.1,1,PF00005,ABC_tran
YP_026291.2,1,PF01026,TatD_DNase
