protein,num_pfams,pfam_accession,pfam_name
NP_414641.1,2,PF00293,NUDIX
NP_414641.1,2,PF14815,NUDIX_4
NP_414645.1,2,PF01121,CoaE
NP_414645.1,2,PF01202,SKI
NP_414649.1,2,PF00437,T2SSE
NP_414649.1,2,PF05157,MshEN
NP_414651.1,2,PF01729,QRPTase_C
NP_414651.1,2,PF02749,QRPTase_N
NP_414654.1,2,PF00324,AA_permease
NP_414654.1,2,PF13520,AA_permease_2
NP_414655.1,2,PF00392,GntR
NP_414655.1,2,PF07729,FCD
NP_414656.1,4,PF00456,Transketolase_N
NP_414656.1,4,PF17831,PDH_E1_M
NP_414656.1,4,PF22613,Transketolase_C_1
NP_414656.1,4,PF28598,PDH_E1_N
NP_414657.1,10,PF00198,2-oxoacid_dh
NP_414657.1,10,PF00364,Biotin_lipoyl
NP_414657.1,10,PF01597,GCV_H
NP_414657.1,10,PF02817,E3_binding
NP_414657.1,10,PF05896,NQRA_N
NP_414657.1,10,PF13375,RnfC_N
NP_414657.1,10,PF25917,BSH_RND
NP_414657.1,10,PF25919,BSH_CusB
NP_414657.1,10,PF25973,BSH_CzcB
NP_414657.1,10,PF25984,BSH_YknX
NP_414658.1,8,PF00070,Pyr_redox
NP_414658.1,8,PF00890,FAD_binding_2
NP_414658.1,8,PF01134,GIDA
NP_414658.1,8,PF02852,Pyr_redox_dim
NP_414658.1,8,PF07992,Pyr_redox_2
NP_414658.1,8,PF12831,FAD_oxidored
NP_414658.1,8,PF13450,NAD_binding_8
NP_414658.1,8,PF13738,Pyr_redox_3
NP_414660.1,3,PF00330,Aconitase
NP_414660.1,3,PF06434,Aconitase_2_N
NP_414660.1,3,PF11791,Aconitase_B_N
NP_414663.1,2,PF01564,Spermine_synth
NP_414663.1,2,PF17284,Spermine_synt_N
NP_414665.1,3,PF00394,Cu-oxidase
NP_414665.1,3,PF07731,Cu-oxidase_2
NP_414665.1,3,PF07732,Cu-oxidase_3
NP_414666.1,3,PF01011,PQQ
NP_414666.1,3,PF07774,EMC1_C
NP_414666.1,3,PF13360,PQQ_2
NP_414669.1,2,PF00005,ABC_tran
NP_414669.1,2,PF13304,AAA_21
NP_414681.1,3,PF00577,Usher
NP_414681.1,3,PF13953,PapC_C
NP_414681.1,3,PF13954,PapC_N
NP_414682.1,2,PF00345,PapD_N
NP_414682.1,2,PF02753,PapD_C
NP_414685.4,3,PF01743,PolyA_pol
NP_414685.4,3,PF12626,PolyA_pol_arg_C
NP_414685.4,3,PF12627,PolyA_pol_RNAbd
NP_414687.1,2,PF01258,zf-dskA_traR
NP_414687.1,2,PF21157,DksA_N
NP_414688.1,2,PF03749,SfsA
NP_414688.1,2,PF17746,SfsA_N
NP_414689.4,2,PF02834,LigT_PEase
NP_414689.4,2,PF13563,2_5_RNA_ligase2
NP_414690.4,4,PF00270,DEAD
NP_414690.4,4,PF00271,Helicase_C
NP_414690.4,4,PF08482,HrpB_C
NP_414690.4,4,PF24473,CON_HrpB
NP_414691.1,4,PF00905,Transpeptidase
NP_414691.1,4,PF00912,Transgly
NP_414691.1,4,PF14812,PBP1_TM
NP_414691.1,4,PF14814,UB2H
NP_414692.1,2,PF00593,TonB_dep_Rec_b-barrel
NP_414692.1,2,PF07715,Plug
NP_414693.1,2,PF00005,ABC_tran
NP_414693.1,2,PF13304,AAA_21
NP_414702.1,2,PF01966,HD
NP_414702.1,2,PF13286,HD_assoc
NP_414703.1,5,PF00089,Trypsin
NP_414703.1,5,PF00595,PDZ
NP_414703.1,5,PF13180,PDZ_2
NP_414703.1,5,PF13365,Trypsin_2
NP_414703.1,5,PF17820,PDZ_6
NP_414704.4,3,PF05651,Diacid_rec
NP_414704.4,3,PF13556,HTH_30
NP_414704.4,3,PF17853,GGDEF_2
NP_414708.1,3,PF00132,Hexapep
NP_414708.1,3,PF14602,Hexapep_2
NP_414708.1,3,PF14805,THDPS_N_2
NP_414709.1,7,PF01842,ACT
NP_414709.1,7,PF01909,NTP_transf_2
NP_414709.1,7,PF01966,HD
NP_414709.1,7,PF03445,DUF294
NP_414709.1,7,PF08335,GlnD_UR_UTase
NP_414709.1,7,PF27444,GlnD_3rd
NP_414709.1,7,PF27446,GlnD_5th
NP_414715.1,3,PF02670,DXP_reductoisom
NP_414715.1,3,PF08436,DXP_redisom_C
NP_414715.1,3,PF13288,DXPR_C
NP_414718.1,5,PF00595,PDZ
NP_414718.1,5,PF02163,Peptidase_M50
NP_414718.1,5,PF13180,PDZ_2
NP_414718.1,5,PF17820,PDZ_6
NP_414718.1,5,PF21558,Pept_S41_N_bact
NP_414719.1,4,PF01103,Omp85
NP_414719.1,4,PF07244,POTRA
NP_414719.1,4,PF08478,POTRA_1
NP_414719.1,4,PF08479,POTRA_2
NP_414721.1,5,PF00132,Hexapep
NP_414721.1,5,PF04613,LpxD
NP_414721.1,5,PF14602,Hexapep_2
NP_414721.1,5,PF25084,LbH_EIF2B
NP_414721.1,5,PF25087,GMPPB_C
NP_414722.1,3,PF07977,FabA
NP_414722.1,3,PF22817,ApeP-like
NP_414722.1,3,PF22818,ApeI-like
NP_414723.1,3,PF00132,Hexapep
NP_414723.1,3,PF13720,Acetyltransf_11
NP_414723.1,3,PF25087,GMPPB_C
NP_414726.1,6,PF01336,tRNA_anti-codon
NP_414726.1,6,PF02811,PHP
NP_414726.1,6,PF07733,DNA_pol3_alpha
NP_414726.1,6,PF14579,HHH_6
NP_414726.1,6,PF17657,DNA_pol3_finger
NP_414726.1,6,PF20914,DNA_pol_IIIA_C
NP_414727.1,2,PF01039,Carboxyl_trans
NP_414727.1,2,PF03255,ACCA
NP_414728.1,3,PF01276,OKR_DC_1
NP_414728.1,3,PF03709,OKR_DC_1_N
NP_414728.1,3,PF03711,OKR_DC_1_C
NP_414729.4,2,PF00903,Glyoxalase
NP_414729.4,2,PF13669,Glyoxalase_4
NP_414730.1,3,PF01171,ATP_bind_3
NP_414730.1,3,PF09179,TilS
NP_414730.1,3,PF11734,TilS_C
NP_414734.1,2,PF04170,NlpE
NP_414734.1,2,PF17185,NlpE_C
NP_414735.4,2,PF00877,NLPC_P60
NP_414735.4,2,PF05708,Peptidase_C92
NP_414736.1,3,PF00587,tRNA-synt_2b
NP_414736.1,3,PF03129,HGTP_anticodon
NP_414736.1,3,PF04073,tRNA_edit
NP_414737.1,2,PF01980,TrmO_N
NP_414737.1,2,PF18389,TrmO_C
NP_414739.1,2,PF03180,Lipoprotein_9
NP_414739.1,2,PF04069,OpuAC
NP_414741.1,3,PF00005,ABC_tran
NP_414741.1,3,PF09383,NIL
NP_414741.1,3,PF13304,AAA_21
NP_414742.1,4,PF00702,Hydrolase
NP_414742.1,4,PF08645,PNK3P
NP_414742.1,4,PF13242,Hydrolase_like
NP_414742.1,4,PF13419,HAD_2
NP_414744.1,2,PF00126,HTH_1
NP_414744.1,2,PF03466,LysR_substrate
NP_414746.1,6,PF01209,Ubie_methyltran
NP_414746.1,6,PF08241,Methyltransf_11
NP_414746.1,6,PF08242,Methyltransf_12
NP_414746.1,6,PF13489,Methyltransf_23
NP_414746.1,6,PF13649,Methyltransf_25
NP_414746.1,6,PF13847,Methyltransf_31
NP_414747.1,5,PF01464,SLT
NP_414747.1,5,PF01476,LysM
NP_414747.1,5,PF22310,NMB0315_dom_I
NP_414747.1,5,PF23473,LysM3_LYK4_5
NP_414747.1,5,PF23577,LysM_RLK
NP_414748.1,2,PF00753,Lactamase_B
NP_414748.1,2,PF16123,HAGH_C
NP_414756.2,4,PF00441,Acyl-CoA_dh_1
NP_414756.2,4,PF02770,Acyl-CoA_dh_M
NP_414756.2,4,PF02771,Acyl-CoA_dh_N
NP_414756.2,4,PF09317,ACDH_C
NP_414757.1,2,PF01380,SIS
NP_414757.1,2,PF13580,SIS_2
NP_414766.1,4,PF00817,IMS
NP_414766.1,4,PF11798,IMS_HHH
NP_414766.1,4,PF11799,IMS_C
NP_414766.1,4,PF21999,IMS_HHH_1
NP_414769.1,3,PF00583,Acetyltransf_1
NP_414769.1,3,PF13508,Acetyltransf_7
NP_414769.1,3,PF13673,Acetyltransf_10
NP_414772.1,2,PF01546,Peptidase_M20
NP_414772.1,2,PF07687,M20_dimer
NP_414776.1,2,PF00267,Porin_1
NP_414776.1,2,PF13609,Porin_4
NP_414777.1,2,PF00696,AA_kinase
NP_414777.1,2,PF01472,PUA
NP_414787.4,2,PF00350,Dynamin_N
NP_414787.4,2,PF01926,MMR_HSR1
NP_414788.1,2,PF00126,HTH_1
NP_414788.1,2,PF03466,LysR_substrate
NP_414790.1,3,PF00665,rve
NP_414790.1,3,PF13384,HTH_23
NP_414790.1,3,PF13936,HTH_38
NP_414793.2,2,PF01609,DDE_Tnp_1
NP_414793.2,2,PF05598,DUF772
NP_414794.4,2,PF00324,AA_permease
NP_414794.4,2,PF13520,AA_permease_2
NP_414796.2,2,PF00005,ABC_tran
NP_414796.2,2,PF08402,TOBE_2
NP_414799.1,2,PF03811,Zn_ribbon_InsA
NP_414799.1,2,PF12759,HTH_Tnp_IS1
NP_414801.1,8,PF00665,rve
NP_414801.1,8,PF13011,LZ_Tnp_IS481
NP_414801.1,8,PF13276,HTH_21
NP_414801.1,8,PF13384,HTH_23
NP_414801.1,8,PF13518,HTH_28
NP_414801.1,8,PF13551,HTH_29
NP_414801.1,8,PF13565,HTH_32
NP_414801.1,8,PF13683,rve_3
NP_414803.1,2,PF00920,ILVD_EDD_N
NP_414803.1,2,PF24877,ILV_EDD_C
NP_414804.1,2,PF07690,MFS_1
NP_414804.1,2,PF13347,MFS_2
NP_414805.1,3,PF04616,Glyco_hydro_43
NP_414805.1,3,PF07081,DUF1349
NP_414805.1,3,PF17851,GH43_C2
NP_414806.1,2,PF01614,IclR_C
NP_414806.1,2,PF09339,HTH_IclR
NP_414807.1,2,PF00185,OTCace
NP_414807.1,2,PF02729,OTCace_N
NP_414809.1,2,PF03811,Zn_ribbon_InsA
NP_414809.1,2,PF12759,HTH_Tnp_IS1
NP_414815.1,2,PF00589,Phage_integrase
NP_414815.1,2,PF13356,Arm-DNA-bind_3
NP_414817.1,2,PF02625,XdhC_CoxI
NP_414817.1,2,PF13478,XdhC_C
NP_414818.1,3,PF01315,Ald_Xan_dh_C
NP_414818.1,3,PF02738,MoCoBD_1
NP_414818.1,3,PF20256,MoCoBD_2
NP_414820.1,3,PF00111,Fer2
NP_414820.1,3,PF01799,Fer2_2
NP_414820.1,3,PF13085,Fer2_3
NP_414825.1,2,PF15976,CooC_C
NP_414825.1,2,PF16967,TcfC
NP_414828.1,2,PF00196,GerE
NP_414828.1,2,PF27348,EcpR_N
NP_414833.1,4,PF00665,rve
NP_414833.1,4,PF13276,HTH_21
NP_414833.1,4,PF13333,rve_2
NP_414833.1,4,PF13683,rve_3
NP_414838.2,7,PF00070,Pyr_redox
NP_414838.2,7,PF01134,GIDA
NP_414838.2,7,PF01266,DAO
NP_414838.2,7,PF02737,3HCDH_N
NP_414838.2,7,PF02852,Pyr_redox_dim
NP_414838.2,7,PF07992,Pyr_redox_2
NP_414838.2,7,PF13738,Pyr_redox_3
NP_414839.1,3,PF00165,HTH_AraC
NP_414839.1,3,PF12833,HTH_18
NP_414839.1,3,PF12852,Cupin_6
NP_414841.1,7,PF00037,Fer4
NP_414841.1,7,PF02589,LUD_dom
NP_414841.1,7,PF11870,LutB_C
NP_414841.1,7,PF12797,Fer4_2
NP_414841.1,7,PF13183,Fer4_8
NP_414841.1,7,PF13237,Fer4_10
NP_414841.1,7,PF13534,Fer4_17
NP_414845.1,2,PF00732,GMC_oxred_N
NP_414845.1,2,PF05199,GMC_oxred_C
NP_414847.3,2,PF00440,TetR_N
NP_414847.3,2,PF13977,TetR_C_6
NP_414849.1,2,PF00196,GerE
NP_414849.1,2,PF00563,EAL
NP_414850.1,2,PF00126,HTH_1
NP_414850.1,2,PF03466,LysR_substrate
NP_414852.1,5,PF00023,Ank
NP_414852.1,5,PF12796,Ank_2
NP_414852.1,5,PF13606,Ank_3
NP_414852.1,5,PF13637,Ank_4
NP_414852.1,5,PF13857,Ank_5
NP_414854.1,3,PF00549,Ligase_CoA
NP_414854.1,3,PF02629,CoA_binding
NP_414854.1,3,PF27530,HMA_AllF_N
NP_414858.1,2,PF01979,Amidohydro_1
NP_414858.1,2,PF07969,Amidohydro_3
NP_414859.1,4,PF00107,ADH_zinc_N
NP_414859.1,4,PF01262,AlaDh_PNT_C
NP_414859.1,4,PF08240,ADH_N
NP_414859.1,4,PF13602,ADH_zinc_N_2
NP_414864.1,6,PF00158,Sigma54_activat
NP_414864.1,6,PF01078,Mg_chelatase
NP_414864.1,6,PF02954,HTH_8
NP_414864.1,6,PF06506,PrpR_N
NP_414864.1,6,PF14532,Sigma54_activ_2
NP_414864.1,6,PF25601,AAA_lid_14
NP_414865.1,2,PF00463,ICL
NP_414865.1,2,PF13714,PEP_mutase
NP_414868.1,2,PF03972,MmgE_PrpD_N
NP_414868.1,2,PF19305,MmgE_PrpD_C
NP_414869.1,3,PF00501,AMP-binding
NP_414869.1,3,PF13193,AMP-binding_C
NP_414869.1,3,PF16177,ACAS_N
NP_414871.1,2,PF01979,Amidohydro_1
NP_414871.1,2,PF07969,Amidohydro_3
NP_414872.3,3,PF00126,HTH_1
NP_414872.3,3,PF03466,LysR_substrate
NP_414872.3,3,PF13556,HTH_30
NP_414874.1,2,PF02560,Cyanate_lyase
NP_414874.1,2,PF21291,CYNS_N
NP_414875.1,3,PF00083,Sugar_tr
NP_414875.1,3,PF06779,MFS_4
NP_414875.1,3,PF07690,MFS_1
NP_414876.1,3,PF00132,Hexapep
NP_414876.1,3,PF12464,Mac
NP_414876.1,3,PF14602,Hexapep_2
NP_414877.1,3,PF01306,LacY_symp
NP_414877.1,3,PF07690,MFS_1
NP_414877.1,3,PF12832,MFS_1_like
NP_414878.1,5,PF00703,Glyco_hydro_2
NP_414878.1,5,PF02836,Glyco_hydro_2_C
NP_414878.1,5,PF02837,Glyco_hydro_2_N
NP_414878.1,5,PF02929,Bgal_small_N
NP_414878.1,5,PF16353,LacZ_4
NP_414879.3,4,PF00356,LacI
NP_414879.3,4,PF00532,Peripla_BP_1
NP_414879.3,4,PF13377,Peripla_BP_3
NP_414879.3,4,PF13407,Peripla_BP_4
NP_414880.2,5,PF01590,GAF
NP_414880.2,5,PF01614,IclR_C
NP_414880.2,5,PF09339,HTH_IclR
NP_414880.2,5,PF12802,MarR_2
NP_414880.2,5,PF13412,HTH_24
NP_414881.1,2,PF00070,Pyr_redox
NP_414881.1,2,PF01494,FAD_binding_3
NP_414883.5,3,PF00561,Abhydrolase_1
NP_414883.5,3,PF12146,Hydrolase_4
NP_414883.5,3,PF12697,Abhydrolase_6
NP_414885.1,2,PF01118,Semialdhyde_dh
NP_414885.1,2,PF09290,AcetDehyd-dimer
NP_414886.1,2,PF00682,HMGL-like
NP_414886.1,2,PF07836,DmpG_comm
NP_414887.2,3,PF00083,Sugar_tr
NP_414887.2,3,PF06779,MFS_4
NP_414887.2,3,PF07690,MFS_1
NP_414890.1,2,PF00107,ADH_zinc_N
NP_414890.1,2,PF08240,ADH_N
NP_414895.1,3,PF00665,rve
NP_414895.1,3,PF13276,HTH_21
NP_414895.1,3,PF13683,rve_3
NP_414897.1,3,PF00535,Glycos_transf_2
NP_414897.1,3,PF13632,Glyco_trans_2_3
NP_414897.1,3,PF13641,Glyco_tranf_2_3
NP_414899.2,4,PF04069,OpuAC
NP_414899.2,4,PF09084,NMT1
NP_414899.2,4,PF12974,Phosphonate-bd
NP_414899.2,4,PF13379,NMT1_2
NP_414900.1,2,PF00005,ABC_tran
NP_414900.1,2,PF13304,AAA_21
NP_414906.1,4,PF00665,rve
NP_414906.1,4,PF13276,HTH_21
NP_414906.1,4,PF13333,rve_2
NP_414906.1,4,PF13683,rve_3
NP_414911.1,2,PF05992,SbmA_BacA
NP_414911.1,2,PF06472,ABC_membrane_2
NP_414915.1,3,PF01820,Dala_Dala_lig_N
NP_414915.1,3,PF02222,ATP-grasp
NP_414915.1,3,PF07478,Dala_Dala_lig_C
NP_414917.2,2,PF00245,Alk_phosphatase
NP_414917.2,2,PF01676,Metalloenzyme
NP_414919.1,2,PF00990,GGDEF
NP_414919.1,2,PF05230,MASE2
NP_414920.1,3,PF03446,NAD_binding_2
NP_414920.1,3,PF03807,F420_oxidored
NP_414920.1,3,PF14748,P5CR_dimer
NP_414922.1,3,PF00004,AAA
NP_414922.1,3,PF01202,SKI
NP_414922.1,3,PF13238,AAA_18
NP_414928.2,2,PF00480,ROK
NP_414928.2,2,PF02685,Glucokinase
NP_414930.3,2,PF00083,Sugar_tr
NP_414930.3,2,PF07690,MFS_1
NP_414931.1,3,PF13476,AAA_23
NP_414931.1,3,PF13555,AAA_29
NP_414931.1,3,PF13558,SbcC_Walker_B
NP_414932.1,3,PF00149,Metallophos
NP_414932.1,3,PF12320,SbcD_C
NP_414932.1,3,PF12850,Metallophos_2
NP_414933.1,2,PF00072,Response_reg
NP_414933.1,2,PF00486,Trans_reg_C
NP_414934.1,6,PF00512,HisKA
NP_414934.1,6,PF00989,PAS
NP_414934.1,6,PF02518,HATPase_c
NP_414934.1,6,PF11808,PhoR
NP_414934.1,6,PF13188,PAS_8
NP_414934.1,6,PF13581,HATPase_c_2
NP_414936.1,3,PF00324,AA_permease
NP_414936.1,3,PF03845,Spore_permease
NP_414936.1,3,PF13520,AA_permease_2
NP_414937.2,2,PF00128,Alpha-amylase
NP_414937.2,2,PF02903,Alpha-amylase_N
NP_414942.1,6,PF02355,SecD_SecF_C
NP_414942.1,6,PF03176,MMPL
NP_414942.1,6,PF07549,Sec_GG
NP_414942.1,6,PF13721,SecD-TM1
NP_414942.1,6,PF21760,SecD_1st
NP_414942.1,6,PF22599,SecDF_P1_head
NP_414943.1,2,PF02355,SecD_SecF_C
NP_414943.1,2,PF07549,Sec_GG
NP_414947.1,2,PF03477,ATP-cone
NP_414947.1,2,PF22811,Zn_ribbon_NrdR
NP_414948.1,3,PF00383,dCMP_cyt_deam_1
NP_414948.1,3,PF01872,RibD_C
NP_414948.1,3,PF14437,MafB19-deam
NP_414951.1,2,PF00586,AIRS
NP_414951.1,2,PF02769,AIRS_C
NP_414954.1,5,PF00676,E1_dh
NP_414954.1,5,PF02775,TPP_enzyme_C
NP_414954.1,5,PF02779,Transket_pyr
NP_414954.1,5,PF02780,Transketolase_C
NP_414954.1,5,PF13292,DXP_synthase_N
NP_414957.1,3,PF02568,ThiI
NP_414957.1,3,PF02926,THUMP
NP_414957.1,3,PF22025,ThiI_fer
NP_414959.1,2,PF02558,ApbA
NP_414959.1,2,PF08546,ApbA_C
NP_414961.4,3,PF00083,Sugar_tr
NP_414961.4,3,PF07690,MFS_1
NP_414961.4,3,PF21987,YajR_YAM
NP_414966.1,2,PF00116,COX2
NP_414966.1,2,PF06481,COX_ARM
NP_414967.1,2,PF07690,MFS_1
NP_414967.1,2,PF13000,Acatn
NP_414968.4,2,PF03923,Lipoprotein_16
NP_414968.4,2,PF08139,LPAM_1
NP_414970.1,3,PF00254,FKBP_C
NP_414970.1,3,PF05697,Trigger_N
NP_414970.1,3,PF05698,Trigger_C
NP_414972.1,8,PF00004,AAA
NP_414972.1,8,PF00493,MCM
NP_414972.1,8,PF01078,Mg_chelatase
NP_414972.1,8,PF06689,zf-C4_ClpX
NP_414972.1,8,PF07724,AAA_2
NP_414972.1,8,PF07728,AAA_5
NP_414972.1,8,PF10431,ClpB_D2-small
NP_414972.1,8,PF13401,AAA_22
NP_414973.1,6,PF00004,AAA
NP_414973.1,6,PF02190,LON_substr_bdg
NP_414973.1,6,PF05362,Lon_C
NP_414973.1,6,PF07728,AAA_5
NP_414973.1,6,PF13541,ChlI
NP_414973.1,6,PF22667,Lon_lid
NP_414974.1,2,PF00216,Bac_DNA_binding
