pfam_accession,pfam_name,num_proteins
PF02611,CDH,1
PF02614,UxaC,1
PF02617,ClpS,1
PF02618,YceG,1
PF02620,YceD,1
PF02622,DUF179,1
PF02624,YcaO,1
PF02626,CT_A_B,1
PF02627,CMD,1
PF02630,SCO1-SenC,1
PF02631,RecX_HTH2,1
PF02634,FdhD-NarQ,1
PF02638,GHL10,1
PF02639,DUF188,1
PF02646,RmuC,1
PF02654,CobS,1
PF02659,Mntp,1
PF02660,G3P_acyltransf,1
PF02661,Fic,1
PF02664,LuxS,1
PF02666,PS_Dcarbxylase,1
PF02667,SCFA_trans,1
PF02669,KdpC,1
PF02670,DXP_reductoisom,1
PF02673,BacA,1
PF02674,Colicin_V,1
PF02675,AdoMet_dc,1
PF02682,CT_C_D,1
PF02683,DsbD_TM,1
PF02684,LpxB,1
PF02690,Na_Pi_cotrans,1
PF02694,UPF0060,1
PF02696,SelO,1
PF02699,YajC,1
PF02702,KdpD,1
PF02705,K_trans,1
PF02727,Cu_amine_oxidN2,1
PF02728,Cu_amine_oxidN3,1
PF02730,AFOR_N,1
PF02733,Dak1,1
PF02734,Dak2,1
PF02742,Fe_dep_repr_C,1
PF02744,GalP_UDP_tr_C,1
PF02748,PyrI_C,1
PF02749,QRPTase_N,1
PF02767,DNA_pol3_beta_2,1
PF02768,DNA_pol3_beta_3,1
PF02772,S-AdoMet_synt_M,1
PF02773,S-AdoMet_synt_C,1
PF02781,G6PD_C,1
PF02785,Biotin_carb_C,1
PF02787,CPSase_L_D3,1
PF02789,Peptidase_M17_N,1
PF02805,Ada_Zn_binding,1
PF02806,Alpha-amylase_C,1
PF02812,ELFV_dehydrog_N,1
PF02823,ATP-synt_DE_N,1
PF02834,LigT_PEase,1
PF02839,CBM_5_12,1
PF02843,GARS_C,1
PF02844,GARS_N,1
PF02863,Arg_repressor_C,1
PF02866,Ldh_1_C,1
PF02873,MurB_C,1
PF02882,THF_DHG_CYH_C,1
PF02897,Peptidase_S9_N,1
PF02902,Peptidase_C48,1
PF02903,Alpha-amylase_N,1
PF02912,Phe_tRNA-synt_N,1
PF02938,GAD,1
PF02951,GSH-S_N,1
PF02952,Fucose_iso_C,1
PF02965,Met_synt_B12,1
PF02976,MutH,1
PF02978,SRP_SPB,1
PF02985,HEAT,1
PF03006,HlyIII,1
PF03023,MurJ,1
PF03033,Glyco_transf_28,1
PF03060,NMO,1
PF03063,Prismane,1
PF03091,CutA1,1
PF03100,CcmE,1
PF03104,DNA_pol_B_exo1,1
PF03116,NQR2_RnfD_RnfE,1
PF03118,RNA_pol_A_CTD,1
PF03119,DNA_ligase_ZBD,1
PF03123,CAT_RBD,1
PF03130,HEAT_PBS,1
PF03137,OATP,1
PF03142,Chitin_synth_2,1
PF03147,FDX-ACB,1
PF03150,CCP_MauG,1
PF03170,BcsB,1
PF03200,Glyco_hydro_63,1
PF03205,MobB,1
PF03215,Rad17,1
PF03245,Phage_lysis,1
PF03255,ACCA,1
PF03275,GLF,1
PF03308,MeaB,1
PF03319,EutN_CcmL,1
PF03330,DPBB_1,1
PF03331,LpxC,1
PF03349,Toluene_X,1
PF03350,UPF0114,1
PF03352,Adenine_glyco,1
PF03354,TerL_ATPase,1
PF03364,Polyketide_cyc,1
PF03379,CcmB,1
PF03411,Peptidase_M74,1
PF03435,Sacchrp_dh_NADP,1
PF03437,BtpA,1
PF03441,FAD_binding_7,1
PF03445,DUF294,1
PF03448,MgtE_N,1
PF03450,CO_deh_flav_C,1
PF03453,MoeA_N,1
PF03454,MoeA_C,1
PF03461,TRCF,1
PF03472,Autoind_bind,1
PF03475,YiiM_3-alpha,1
PF03476,MOSC_N,1
PF03480,DctP,1
PF03483,B3_4,1
PF03484,B5,1
PF03485,Arg_tRNA_synt_N,1
PF03486,HI0933_like,1
PF03544,TonB_C,1
PF03547,Mem_trans,1
PF03548,LolA,1
PF03550,LolB,1
PF03551,PadR,1
PF03552,Cellulose_synt,1
PF03562,MltA,1
PF03572,Peptidase_S41,1
PF03575,Peptidase_S51,1
PF03588,Leu_Phe_trans,1
PF03589,Antiterm,1
PF03590,AsnA,1
PF03591,AzlC,1
PF03594,BenE,1
PF03595,SLAC1,1
PF03601,Cons_hypoth698,1
PF03603,DNA_III_psi,1
PF03608,EII-GUT,1
PF03612,EIIBC-GUT_N,1
PF03616,Glt_symporter,1
PF03618,Kinase-PPPase,1
PF03621,MbtH,1
PF03626,COX4_pro,1
PF03629,SASA,1
PF03632,Glyco_hydro_65m,1
PF03633,Glyco_hydro_65C,1
PF03636,Glyco_hydro_65N,1
PF03641,Lysine_decarbox,1
PF03649,UPF0014,1
PF03652,RuvX,1
PF03658,Ub-RnfH,1
PF03668,RapZ-like_N,1
PF03691,UPF0167,1
PF03701,UPF0181,1
PF03702,AnmK,1
PF03705,CheR_N,1
PF03706,LPG_synthase_TM,1
PF03710,GlnE,1
PF03719,Ribosomal_S5_C,1
PF03724,META,1
PF03726,PNPase,1
PF03729,DUF308,1
PF03733,YccF,1
PF03737,RraA-like,1
PF03740,PdxJ,1
PF03746,LamB_YcsF,1
PF03747,ADP_ribosyl_GH,1
PF03748,FliL,1
PF03749,SfsA,1
PF03755,YicC-like_N,1
PF03764,EFG_IV,1
PF03767,Acid_phosphat_B,1
PF03772,Competence,1
PF03773,ArsP_1,1
PF03775,MinC_C,1
PF03776,MinE,1
PF03783,CsgG,1
PF03786,UxuA,1
PF03788,LrgA,1
PF03795,YCII,1
PF03799,FtsQ_DivIB_C,1
PF03802,CitX,1
PF03806,ABG_transport,1
PF03808,Glyco_tran_WecG,1
PF03812,KdgT,1
PF03814,KdpA,1
PF03819,MazG,1
PF03824,NicO,1
PF03829,PTSIIA_gutA,1
PF03831,YjdM,1
PF03837,RecT,1
PF03840,SecG,1
PF03841,SelA,1
PF03845,Spore_permease,1
PF03846,SulA,1
PF03852,Vsr,1
PF03853,YjeF_N,1
PF03872,RseA_N,1
PF03873,RseA_C,1
PF03881,Fructosamin_kin,1
PF03882,WHD_KicB,1
PF03883,H2O2_YaaD,1
PF03884,YacG,1
PF03886,ABC_trans_aux,1
PF03887,YfbU,1
PF03888,MucB_RseB,1
PF03889,ArfA,1
PF03892,NapB,1
PF03899,ATP-synt_I,1
PF03900,Porphobil_deamC,1
PF03922,OmpW,1
PF03923,Lipoprotein_16,1
PF03925,SeqA,1
PF03927,NapD,1
PF03928,HbpS-like,1
PF03932,CutC,1
PF03934,T2SSK,1
PF03937,Sdh5,1
PF03938,OmpH,1
PF03942,DTW,1
PF03946,Ribosomal_L11_N,1
PF03947,Ribosomal_L2_C,1
PF03948,Ribosomal_L9_C,1
PF03950,tRNA-synt_1c_C,1
PF03951,Gln-synt_N,1
PF03952,Enolase_N,1
PF03956,Lys_export,1
PF03959,FSH1,1
PF03963,FlgD,1
PF03966,Trm112p,1
PF03969,AFG1_ATPase,1
PF03972,MmgE_PrpD_N,1
PF03974,Ecotin,1
PF03979,Sigma70_r1_1,1
PF03981,Ubiq_cyt_C_chap,1
PF03994,DUF350,1
PF04023,FeoA,1
PF04024,PspC,1
PF04052,TolB_N,1
PF04060,FeS,1
PF04077,DsrH,1
PF04085,MreC,1
PF04093,MreD,1
PF04095,NAPRTase,1
PF04101,Glyco_tran_28_C,1
PF04102,SlyX,1
PF04107,GCS2,1
PF04115,Ureidogly_lyase,1
PF04127,DFP,1
PF04131,NanE,1
PF04138,GtrA_DPMS_TM,1
PF04151,PPC,1
PF04166,PdxA,1
PF04170,NlpE,1
PF04172,LrgB,1
PF04186,FxsA,1
PF04204,HTS,1
PF04205,FMN_bind,1
PF04216,FdhE_N,1
PF04217,DUF412,1
PF04219,DUF413,1
PF04220,YihI,1
PF04222,DUF416,1
PF04223,CitF,1
PF04224,DUF417,1
PF04227,Indigoidine_A,1
PF04228,Zn_peptidase,1
PF04230,PS_pyruv_trans,1
PF04231,Endonuclease_1,1
PF04234,CopC,1
PF04235,DUF418,1
PF04239,DUF421,1
PF04241,DUF423,1
PF04245,NA37,1
PF04246,RseC_MucC,1
PF04247,SirB,1
PF04257,Exonuc_V_gamma,1
PF04262,Glu_cys_ligase,1
PF04264,YceI,1
PF04266,ASCH,1
PF04269,DUF440,1
PF04279,IspA,1
PF04284,DUF441,1
PF04285,DUF444,1
PF04286,DUF445,1
PF04287,DUF446,1
PF04288,MukE,1
PF04290,DctQ,1
PF04293,SpoVR,1
PF04303,PrpF,1
PF04304,DUF454,1
PF04309,G3P_antiterm,1
PF04310,MukB,1
PF04315,EpmC,1
PF04316,FlgM,1
PF04317,DUF463,1
PF04320,YggL_50S_bp,1
PF04325,DUF465,1
PF04333,MlaA,1
PF04336,ACP_PD,1
PF04337,DUF480,1
PF04340,DUF484,1
PF04341,DUF485,1
PF04343,DUF488,1
PF04344,CheZ,1
PF04345,Chor_lyase,1
PF04346,EutH,1
PF04347,FliO,1
PF04348,LppC,1
PF04352,ProQ,1
PF04353,Rsd_AlgQ,1
PF04354,ZipA_C,1
PF04356,DUF489,1
PF04357,TamB,1
PF04358,DsrC,1
PF04359,DUF493,1
PF04361,DUF494,1
PF04362,Iron_traffic,1
PF04363,DUF496,1
PF04364,DNA_pol3_chi,1
PF04375,HemX,1
PF04378,RsmJ,1
PF04379,DUF525,1
PF04380,BMFP,1
PF04381,RdgC,1
PF04384,Fe-S_assembly,1
PF04386,SspB,1
PF04390,LptE,1
PF04391,DUF533,1
PF04393,DUF535,1
PF04399,Glutaredoxin2_C,1
PF04402,SIMPL,1
PF04405,ScdA_N,1
PF04408,WHD_HA2,1
PF04413,Glycos_transf_N,1
PF04434,SWIM,1
PF04445,SAM_MT,1
PF04448,DUF551,1
PF04452,Methyltrans_RNA,1
PF04453,LptD,1
PF04461,YajQ,1
PF04471,Mrr_cat,1
PF04474,DUF554,1
PF04480,DUF559,1
PF04493,Endonuclease_5,1
PF04546,Sigma70_ner,1
PF04551,GcpE,1
PF04552,Sigma54_DBD,1
PF04560,RNA_pol_Rpb2_7,1
PF04561,RNA_pol_Rpb2_2,1
PF04563,RNA_pol_Rpb2_1,1
PF04565,RNA_pol_Rpb2_3,1
PF04606,Ogr_Delta,1
PF04608,PgpA,1
PF04613,LpxD,1
PF04616,Glyco_hydro_43,1
PF04657,DMT_YdcZ,1
PF04748,Polysacc_deac_2,1
PF04751,DarP,1
PF04752,ChaC,1
PF04773,FecR,1
PF04794,YdjC,1
PF04809,HupH_C,1
PF04860,Phage_portal,1
PF04893,Yip1,1
PF04898,Glu_syn_central,1
PF04932,Wzy_C,1
PF04940,BLUF,1
PF04952,AstE_AspA_hybrid,1
PF04954,SIP,1
PF04957,RMF,1
PF04958,AstA,1
PF04962,KduI,1
PF04963,Sigma54_CBD,1
PF04965,GPW_gp25,1
PF04973,NMN_transporter,1
PF04977,DivIC,1
PF04983,RNA_pol_Rpb1_3,1
PF04993,TfoX_N,1
PF04994,TfoX_C,1
PF04995,CcmD,1
PF04996,AstB,1
PF04997,RNA_pol_Rpb1_1,1
PF04998,RNA_pol_Rpb1_5,1
PF04999,FtsL,1
PF05000,RNA_pol_Rpb1_4,1
PF05035,DGOK,1
PF05057,DUF676,1
PF05099,TerB,1
PF05128,DUF697,1
PF05130,FlgN,1
PF05134,T2SSL,1
PF05137,PilN,1
PF05145,AbrB,1
PF05164,ZapA,1
PF05166,YcgL,1
PF05173,DapB_C,1
PF05185,PRMT5,1
PF05188,MutS_II,1
PF05189,RTC_insert,1
PF05190,MutS_IV,1
PF05191,ADK_lid,1
PF05192,MutS_III,1
PF05195,AMP_N,1
PF05198,IF3_N,1
PF05199,GMC_oxred_C,1
PF05201,GlutR_N,1
PF05209,MinC_N,1
PF05222,AlaDh_PNT_N,1
PF05225,HTH_psq,1
PF05230,MASE2,1
PF05235,CHAD,1
PF05239,PRC,1
PF05247,FlhD,1
PF05257,CHAP,1
PF05280,FlhC,1
PF05322,NinE,1
PF05336,rhaM,1
PF05358,DicB,1
PF05400,FliT,1
PF05401,NodS,1
PF05420,BCSC_C,1
PF05425,CopD,1
PF05430,Methyltransf_30,1
PF05437,AzlD,1
PF05472,Ter,1
PF05491,WHD_RuvB,1
PF05494,MlaC,1
PF05525,Branch_AA_trans,1
PF05532,CsbD,1
PF05552,MS_channel_1st_1,1
PF05638,T6SS_HCP,1
PF05651,Diacid_rec,1
PF05661,DUF808,1
PF05666,YcgJ,1
PF05690,ThiG,1
PF05697,Trigger_N,1
PF05698,Trigger_C,1
PF05845,PhnH,1
PF05861,PhnI,1
PF05866,RusA,1
PF05869,Dam,1
PF05872,HerA_C,1
PF05896,NQRA_N,1
PF05930,Phage_AlpA,1
PF05951,Peptidase_M15_2,1
PF05962,HutD,1
PF05971,Methyltransf_10,1
PF05981,CreA,1
PF05985,EutC,1
PF05987,DUF898,1
PF06005,ZapB,1
PF06006,DUF905,1
PF06007,PhnJ,1
PF06026,Rib_5-P_isom_A,1
PF06029,AlkA_N,1
PF06039,Mqo,1
PF06050,HGD-D,1
PF06056,Terminase_5,1
PF06062,UPF0231,1
PF06069,PerC,1
PF06071,YchF-GTPase_C,1
PF06094,GGACT,1
PF06109,HlyE,1
PF06123,CreD,1
PF06134,RhaA,1
PF06144,DNA_pol3_delta,1
PF06146,PsiE,1
PF06147,DUF968,1
PF06150,ChaB,1
PF06167,Peptidase_M90,1
PF06173,DUF986,1
PF06176,WaaY,1
PF06183,DinI,1
PF06185,YecM,1
PF06196,DUF997,1
PF06202,GDE_C,1
PF06224,AlkZ-like,1
PF06243,PaaB,1
PF06249,EutQ,1
PF06250,YhcG_C,1
PF06276,FhuF,1
PF06277,EutA,1
PF06288,DUF1040,1
PF06291,Lambda_Bor,1
PF06295,ZapG-like,1
PF06303,MatP,1
PF06305,LapA_dom,1
PF06315,AceK_kinase,1
PF06316,Ail_Lom,1
PF06366,FlhE,1
PF06379,RhaT,1
PF06392,Asr,1
PF06415,iPGM_N,1
PF06418,CTP_synth_N,1
PF06421,LepA_C,1
PF06426,SATase_N,1
PF06434,Aconitase_2_N,1
PF06440,DNA_pol3_theta,1
PF06450,NhaB,1
PF06463,Mob_synth_C,1
PF06476,DUF1090,1
PF06480,FtsH_ext,1
PF06481,COX_ARM,1
PF06500,FrsA-like,1
PF06506,PrpR_N,1
PF06508,QueC,1
PF06519,TolA,1
PF06526,DUF1107,1
PF06530,Phage_antitermQ,1
PF06558,SecM,1
