protein,num_pfams,pfam_accession,pfam_name
NP_414802.2,1,PF00701,DHDPS
NP_414804.1,1,PF07690,MFS_1
NP_414815.1,1,PF00589,Phage_integrase
NP_414830.1,1,PF01197,Ribosomal_L31
NP_414846.1,1,PF00171,Aldedh
NP_414847.3,1,PF00440,TetR_N
NP_414854.1,1,PF02629,CoA_binding
NP_414857.1,1,PF00696,AA_kinase
NP_414858.1,1,PF01979,Amidohydro_1
NP_414871.1,1,PF01979,Amidohydro_1
NP_414875.1,1,PF07690,MFS_1
NP_414876.1,1,PF00132,Hexapep
NP_414877.1,1,PF07690,MFS_1
NP_414885.1,1,PF01118,Semialdhyde_dh
NP_414886.1,1,PF00682,HMGL-like
NP_414887.2,1,PF07690,MFS_1
NP_414897.1,1,PF00535,Glycos_transf_2
NP_414900.1,1,PF00005,ABC_tran
NP_414901.1,1,PF00528,BPD_transp_1
NP_414930.3,1,PF07690,MFS_1
NP_414932.1,1,PF00149,Metallophos
NP_414941.1,1,PF02699,YajC
NP_414947.1,1,PF03477,ATP-cone
NP_414948.1,1,PF00383,dCMP_cyt_deam_1
NP_414950.1,1,PF01029,NusB
NP_414955.1,1,PF00348,polyprenyl_synt
NP_414961.4,1,PF07690,MFS_1
NP_414967.1,1,PF07690,MFS_1
NP_414971.1,1,PF00574,CLP_protease
NP_414974.1,1,PF00216,Bac_DNA_binding
NP_414977.1,1,PF03061,4HBT
NP_414979.1,1,PF00496,SBP_bac_5
NP_414988.1,1,PF01035,DNA_binding_1
NP_414992.1,1,PF00132,Hexapep
NP_414997.1,1,PF00440,TetR_N
NP_414998.1,1,PF00924,MS_channel_2nd
NP_415002.1,1,PF00156,Pribosyltran
NP_415006.1,1,PF02518,HATPase_c
NP_415007.1,1,PF00406,ADK
NP_415010.1,1,PF00294,PfkB
NP_415012.1,1,PF07690,MFS_1
NP_415013.1,1,PF00149,Metallophos
NP_415016.4,1,PF01381,HTH_3
NP_415020.1,1,PF13411,MerR_1
NP_415025.4,1,PF00085,Thioredoxin
NP_415028.1,1,PF00005,ABC_tran
NP_415029.1,1,PF02687,FtsX
NP_415036.1,1,PF00581,Rhodanese
NP_415042.1,1,PF03807,F420_oxidored
NP_415045.1,1,PF01979,Amidohydro_1
NP_415049.1,1,PF01546,Peptidase_M20
NP_415051.1,1,PF02629,CoA_binding
NP_415054.1,1,PF00696,AA_kinase
NP_415056.1,1,PF00731,AIRC
NP_415057.1,1,PF00149,Metallophos
NP_415058.1,1,PF00160,Pro_isomerase
NP_415068.1,1,PF00072,Response_reg
NP_415069.1,1,PF00589,Phage_integrase
NP_415109.1,1,PF00924,MS_channel_2nd
NP_415110.1,1,PF00881,Nitroreductase
NP_415115.2,1,PF01648,ACPS
NP_415120.1,1,PF00005,ABC_tran
NP_415123.1,1,PF07690,MFS_1
NP_415127.1,1,PF00550,PP-binding
NP_415129.1,1,PF03061,4HBT
NP_415134.1,1,PF02195,ParB_N
NP_415138.1,1,PF00578,AhpC-TSA
NP_415139.2,1,PF07992,Pyr_redox_2
NP_415143.1,1,PF01272,GreA_GreB
NP_415152.1,1,PF02518,HATPase_c
NP_415153.1,1,PF00072,Response_reg
NP_415161.1,1,PF04055,Radical_SAM
NP_415167.1,1,PF01098,FTSW_RODA_SPOVE
NP_415170.4,1,PF02410,RsfS
NP_415171.1,1,PF00300,His_Phos_1
NP_415172.1,1,PF01467,CTP_transf_like
NP_415183.1,1,PF00012,HSP70
NP_415185.1,1,PF00005,ABC_tran
NP_415186.1,1,PF00528,BPD_transp_1
NP_415187.1,1,PF00528,BPD_transp_1
NP_415192.1,1,PF02130,YbeY
NP_415193.2,1,PF02562,PhoH
NP_415194.1,1,PF04055,Radical_SAM
NP_415200.1,1,PF13522,GATase_6
NP_415203.1,1,PF01979,Amidohydro_1
NP_415206.1,1,PF00749,tRNA-synt_1c
NP_415237.1,1,PF07690,MFS_1
NP_415254.1,1,PF02779,Transket_pyr
NP_415255.1,1,PF00364,Biotin_lipoyl
NP_415257.1,1,PF02629,CoA_binding
NP_415264.1,1,PF03061,4HBT
NP_415273.1,1,PF01545,Cation_efflux
NP_415276.1,1,PF00300,His_Phos_1
NP_415278.1,1,PF00288,GHMP_kinases_N
NP_415279.1,1,PF01230,HIT
NP_415285.1,1,PF00528,BPD_transp_1
NP_415286.1,1,PF00005,ABC_tran
NP_415296.1,1,PF04055,Radical_SAM
NP_415297.1,1,PF00155,Aminotran_1_2
NP_415298.1,1,PF13649,Methyltransf_25
NP_415302.1,1,PF04055,Radical_SAM
NP_415311.1,1,PF03372,Exo_endo_phos
NP_415317.4,1,PF00440,TetR_N
NP_415329.4,1,PF00924,MS_channel_2nd
NP_415330.1,1,PF00005,ABC_tran
NP_415331.1,1,PF00528,BPD_transp_1
NP_415334.1,1,PF00892,EamA
NP_415345.2,1,PF04055,Radical_SAM
NP_415351.1,1,PF00496,SBP_bac_5
NP_415352.1,1,PF00528,BPD_transp_1
NP_415353.1,1,PF00528,BPD_transp_1
NP_415356.1,1,PF04055,Radical_SAM
NP_415363.1,1,PF07690,MFS_1
NP_415366.1,1,PF07690,MFS_1
NP_415367.1,1,PF00440,TetR_N
NP_415368.1,1,PF02080,TrkA_C
NP_415372.1,1,PF00881,Nitroreductase
NP_415373.1,1,PF07478,Dala_Dala_lig_C
NP_415376.4,1,PF00005,ABC_tran
NP_415377.1,1,PF00528,BPD_transp_1
NP_415378.1,1,PF00528,BPD_transp_1
NP_415382.1,1,PF00528,BPD_transp_1
NP_415383.1,1,PF00528,BPD_transp_1
NP_415385.1,1,PF00005,ABC_tran
NP_415390.4,1,PF01370,Epimerase
NP_415391.1,1,PF00155,Aminotran_1_2
NP_415404.1,1,PF01176,eIF-1a
NP_415408.1,1,PF07992,Pyr_redox_2
NP_415418.1,1,PF07690,MFS_1
NP_415422.1,1,PF04055,Radical_SAM
NP_415427.1,1,PF00266,Aminotran_5
NP_415428.1,1,PF00275,EPSP_synthase
NP_415430.1,1,PF02224,Cytidylate_kin
NP_415431.1,1,PF00575,S1
NP_415432.1,1,PF00216,Bac_DNA_binding
NP_415447.1,1,PF00753,Lactamase_B
NP_415448.1,1,PF00155,Aminotran_1_2
NP_415453.1,1,PF00005,ABC_tran
NP_415454.4,1,PF00528,BPD_transp_1
NP_415465.1,1,PF01180,DHO_dh
NP_415483.2,1,PF02142,MGS
NP_415485.4,1,PF02629,CoA_binding
NP_415501.1,1,PF13614,AAA_31
NP_415528.1,1,PF00881,Nitroreductase
NP_415533.1,1,PF00440,TetR_N
NP_415534.1,1,PF00171,Aldedh
NP_415539.1,1,PF02562,PhoH
NP_415541.1,1,PF00535,Glycos_transf_2
NP_415551.2,1,PF02826,2-Hacid_dh_C
NP_415552.1,1,PF02811,PHP
NP_415567.1,1,PF00535,Glycos_transf_2
NP_415571.1,1,PF07690,MFS_1
NP_415573.1,1,PF00581,Rhodanese
NP_415577.1,1,PF01266,DAO
NP_415580.1,1,PF01979,Amidohydro_1
NP_415583.4,1,PF07690,MFS_1
NP_415584.1,1,PF00583,Acetyltransf_1
NP_415602.1,1,PF00575,S1
NP_415607.1,1,PF01783,Ribosomal_L32p
NP_415610.1,1,PF00698,Acyl_transf_1
NP_415612.1,1,PF00550,PP-binding
NP_415614.1,1,PF01063,Aminotran_4
NP_415616.1,1,PF02223,Thymidylate_kin
NP_415617.1,1,PF13177,DNA_pol3_delta2
NP_415618.1,1,PF01026,TatD_DNase
NP_415621.3,1,PF01230,HIT
NP_415629.4,1,PF00440,TetR_N
NP_415631.1,1,PF01476,LysM
NP_415635.4,1,PF00005,ABC_tran
NP_415642.1,1,PF00528,BPD_transp_1
NP_415643.3,1,PF00528,BPD_transp_1
NP_415644.1,1,PF00005,ABC_tran
NP_415645.1,1,PF01546,Peptidase_M20
NP_415647.1,1,PF02518,HATPase_c
NP_415649.1,1,PF00206,Lyase_1
NP_415652.1,1,PF00293,NUDIX
NP_415653.4,1,PF00849,PseudoU_synth_2
NP_415658.1,1,PF00589,Phage_integrase
NP_415663.1,1,PF00717,Peptidase_S24
NP_415680.1,1,PF13411,MerR_1
NP_415693.1,1,PF13614,AAA_31
NP_415701.1,1,PF00717,Peptidase_S24
NP_415702.1,1,PF00817,IMS
NP_415716.4,1,PF00391,PEP-utilizers
NP_415722.1,1,PF01195,Pept_tRNA_hydro
NP_415726.1,1,PF00288,GHMP_kinases_N
NP_415741.1,1,PF07690,MFS_1
NP_415748.1,1,PF00551,Formyl_trans_N
NP_415751.1,1,PF00072,Response_reg
NP_415752.1,1,PF00483,NTP_transferase
NP_415757.1,1,PF00171,Aldedh
NP_415759.1,1,PF00496,SBP_bac_5
NP_415760.1,1,PF00528,BPD_transp_1
NP_415761.1,1,PF00528,BPD_transp_1
NP_415763.1,1,PF00005,ABC_tran
NP_415766.1,1,PF02254,TrkA_N
NP_415769.1,1,PF03061,4HBT
NP_415777.1,1,PF00291,PALP
NP_415779.1,1,PF00117,GATase
NP_415782.1,1,PF02811,PHP
NP_415783.6,1,PF01300,Sua5_yciO_yrdC
NP_415797.1,1,PF00215,OMPdecase
NP_415802.1,1,PF00575,S1
NP_415806.1,1,PF00005,ABC_tran
NP_415807.1,1,PF00005,ABC_tran
NP_415808.1,1,PF00528,BPD_transp_1
NP_415809.1,1,PF00528,BPD_transp_1
NP_415810.1,1,PF00496,SBP_bac_5
NP_415813.4,1,PF00120,Gln-synt_C
NP_415814.4,1,PF00117,GATase
NP_415815.1,1,PF01381,HTH_3
NP_415816.1,1,PF00171,Aldedh
NP_415817.1,1,PF01266,DAO
NP_415818.1,1,PF00155,Aminotran_1_2
NP_415824.1,1,PF00581,Rhodanese
NP_415827.1,1,PF00528,BPD_transp_1
NP_415828.1,1,PF00528,BPD_transp_1
NP_415829.1,1,PF00107,ADH_zinc_N
NP_415839.1,1,PF00004,AAA
NP_415840.1,1,PF00578,AhpC-TSA
NP_415845.2,1,PF00496,SBP_bac_5
NP_415846.1,1,PF00924,MS_channel_2nd
NP_415851.1,1,PF01035,DNA_binding_1
NP_415853.1,1,PF01546,Peptidase_M20
NP_415854.4,1,PF01546,Peptidase_M20
NP_415860.1,1,PF01171,ATP_bind_3
NP_415861.1,1,PF00589,Phage_integrase
NP_415875.1,1,PF01381,HTH_3
NP_415878.1,1,PF00308,Bac_DnaA
NP_415883.1,1,PF02195,ParB_N
NP_415898.1,1,PF02826,2-Hacid_dh_C
NP_415903.4,1,PF00171,Aldedh
NP_415905.1,1,PF00171,Aldedh
NP_415914.1,1,PF03061,4HBT
NP_415915.1,1,PF00109,ketoacyl-synt
NP_415916.1,1,PF00501,AMP-binding
NP_415918.1,1,PF00132,Hexapep
NP_415926.4,1,PF01066,CDP-OH_P_transf
NP_415927.1,1,PF01148,CTP_transf_1
NP_415933.1,1,PF00171,Aldedh
NP_415938.1,1,PF00672,HAMP
NP_415944.1,1,PF00583,Acetyltransf_1
NP_415951.1,1,PF01381,HTH_3
NP_415955.2,1,PF01381,HTH_3
NP_415956.1,1,PF00155,Aminotran_1_2
NP_415958.1,1,PF00005,ABC_tran
NP_415959.1,1,PF00528,BPD_transp_1
NP_415960.1,1,PF00528,BPD_transp_1
NP_415961.1,1,PF00171,Aldedh
NP_415965.1,1,PF00583,Acetyltransf_1
NP_415966.6,1,PF00107,ADH_zinc_N
NP_415986.1,1,PF07690,MFS_1
NP_415990.5,1,PF00892,EamA
NP_415994.4,1,PF01381,HTH_3
NP_416000.1,1,PF00005,ABC_tran
NP_416001.1,1,PF00005,ABC_tran
NP_416002.1,1,PF00528,BPD_transp_1
NP_416003.1,1,PF00528,BPD_transp_1
NP_416004.1,1,PF00496,SBP_bac_5
NP_416013.1,1,PF00005,ABC_tran
NP_416014.4,1,PF04055,Radical_SAM
NP_416025.1,1,PF01381,HTH_3
NP_416030.1,1,PF00005,ABC_tran
NP_416042.2,1,PF00171,Aldedh
NP_416045.1,1,PF07690,MFS_1
NP_416050.4,1,PF00892,EamA
NP_416051.1,1,PF07690,MFS_1
NP_416088.1,1,PF01381,HTH_3
NP_416101.1,1,PF00583,Acetyltransf_1
NP_416113.1,1,PF07690,MFS_1
NP_416115.1,1,PF13365,Trypsin_2
NP_416118.1,1,PF01594,AI-2E_transport
NP_416128.1,1,PF00206,Lyase_1
NP_416133.1,1,PF07690,MFS_1
NP_416135.1,1,PF00440,TetR_N
NP_416139.1,1,PF00155,Aminotran_1_2
NP_416150.1,1,PF00730,HhH-GPD
NP_416151.1,1,PF07690,MFS_1
NP_416153.1,1,PF00294,PfkB
NP_416161.4,1,PF00364,Biotin_lipoyl
NP_416166.3,1,PF00440,TetR_N
NP_416169.1,1,PF00929,RNase_T
NP_416174.1,1,PF07690,MFS_1
NP_416193.1,1,PF01476,LysM
NP_416195.1,1,PF00266,Aminotran_5
NP_416197.1,1,PF00005,ABC_tran
NP_416201.1,1,PF03061,4HBT
NP_416202.1,1,PF01565,FAD_binding_4
NP_416203.1,1,PF01594,AI-2E_transport
NP_416205.1,1,PF07690,MFS_1
NP_416206.6,1,PF07690,MFS_1
NP_416207.1,1,PF08501,Shikimate_dh_N
NP_416217.1,1,PF00391,PEP-utilizers
NP_416224.1,1,PF00005,ABC_tran
NP_416227.1,1,PF00216,Bac_DNA_binding
NP_416231.1,1,PF00453,Ribosomal_L20
NP_416232.3,1,PF01632,Ribosomal_L35p
NP_416233.1,1,PF00707,IF3_C
NP_416237.3,1,PF00294,PfkB
NP_416254.1,1,PF02540,NAD_synthase
NP_416260.1,1,PF00171,Aldedh
NP_416262.1,1,PF00155,Aminotran_1_2
NP_416263.1,1,PF03372,Exo_endo_phos
NP_416264.4,1,PF09335,VTT_dom
NP_416266.1,1,PF09335,VTT_dom
NP_416269.4,1,PF00528,BPD_transp_1
NP_416270.1,1,PF00005,ABC_tran
NP_416271.4,1,PF00581,Rhodanese
NP_416272.2,1,PF01066,CDP-OH_P_transf
NP_416273.1,1,PF00293,NUDIX
NP_416279.1,1,PF00881,Nitroreductase
NP_416280.1,1,PF00574,CLP_protease
NP_416283.1,1,PF07690,MFS_1
NP_416286.4,1,PF00294,PfkB
NP_416289.1,1,PF07690,MFS_1
NP_416305.1,1,PF07690,MFS_1
NP_416321.1,1,PF00814,TsaD
NP_416327.1,1,PF00293,NUDIX
NP_416342.4,1,PF07690,MFS_1
NP_416349.2,1,PF01189,Methyltr_RsmB-F
NP_416352.4,1,PF00149,Metallophos
NP_416358.1,1,PF00929,RNase_T
NP_416367.1,1,PF01380,SIS
NP_416370.2,1,PF01476,LysM
NP_416372.1,1,PF00005,ABC_tran
NP_416378.1,1,PF01709,Transcrip_reg
NP_416379.1,1,PF00293,NUDIX
NP_416384.1,1,PF13649,Methyltransf_25
NP_416385.1,1,PF13649,Methyltransf_25
NP_416396.1,1,PF00072,Response_reg
NP_416397.1,1,PF00072,Response_reg
NP_416399.1,1,PF00672,HAMP
NP_416400.1,1,PF00672,HAMP
NP_416402.2,1,PF02518,HATPase_c
NP_416411.1,1,PF08282,Hydrolase_3
NP_416413.1,1,PF00005,ABC_tran
NP_416422.1,1,PF01066,CDP-OH_P_transf
NP_416424.1,1,PF00072,Response_reg
NP_416427.1,1,PF00005,ABC_tran
NP_416428.1,1,PF00528,BPD_transp_1
NP_416429.4,1,PF00291,PALP
NP_416442.1,1,PF00583,Acetyltransf_1
NP_416451.1,1,PF00006,ATP-synt_ab
NP_416464.1,1,PF08282,Hydrolase_3
NP_416468.1,1,PF00892,EamA
NP_416471.1,1,PF01966,HD
NP_416488.1,1,PF07690,MFS_1
NP_416489.1,1,PF01048,PNP_UDP_1
NP_416490.1,1,PF01709,Transcrip_reg
NP_416491.3,1,PF01554,MatE
NP_416515.1,1,PF00929,RNase_T
NP_416520.1,1,PF01370,Epimerase
NP_416525.1,1,PF00155,Aminotran_1_2
NP_416526.4,1,PF13419,HAD_2
NP_416527.1,1,PF00117,GATase
NP_416528.2,1,PF01207,Dus
NP_416529.1,1,PF01207,Dus
NP_416536.1,1,PF00534,Glycos_transf_1
NP_416537.1,1,PF00132,Hexapep
NP_416543.1,1,PF00483,NTP_transferase
NP_416544.1,1,PF01370,Epimerase
NP_416545.1,1,PF01370,Epimerase
NP_416546.1,1,PF00483,NTP_transferase
NP_416553.1,1,PF00483,NTP_transferase
NP_416555.2,1,PF00293,NUDIX
NP_416556.1,1,PF01370,Epimerase
NP_416557.1,1,PF01370,Epimerase
NP_416558.1,1,PF00132,Hexapep
NP_416559.1,1,PF00535,Glycos_transf_2
NP_416562.1,1,PF00132,Hexapep
NP_416563.1,1,PF00535,Glycos_transf_2
NP_416564.4,1,PF13614,AAA_31
NP_416572.1,1,PF00730,HhH-GPD
NP_416573.4,1,PF00012,HSP70
NP_416578.2,1,PF00364,Biotin_lipoyl
NP_416581.1,1,PF07690,MFS_1
NP_416590.1,1,PF01513,NAD_kinase
NP_416601.1,1,PF07690,MFS_1
NP_416603.1,1,PF00294,PfkB
NP_416606.1,1,PF00294,PfkB
NP_416616.4,1,PF13614,AAA_31
NP_416629.4,1,PF00072,Response_reg
NP_416630.1,1,PF02518,HATPase_c
NP_416631.1,1,PF13411,MerR_1
NP_416632.1,1,PF00528,BPD_transp_1
NP_416634.1,1,PF00528,BPD_transp_1
NP_416637.1,1,PF01565,FAD_binding_4
NP_416640.2,1,PF09335,VTT_dom
NP_416645.1,1,PF01207,Dus
NP_416648.1,1,PF00383,dCMP_cyt_deam_1
NP_416654.1,1,PF00005,ABC_tran
NP_416665.1,1,PF00294,PfkB
NP_416671.1,1,PF00294,PfkB
NP_416673.1,1,PF00294,PfkB
NP_416675.1,1,PF07690,MFS_1
NP_416682.4,1,PF00496,SBP_bac_5
NP_416683.1,1,PF00528,BPD_transp_1
NP_416684.1,1,PF00528,BPD_transp_1
NP_416687.1,1,PF07690,MFS_1
NP_416697.1,1,PF00072,Response_reg
NP_416699.1,1,PF00578,AhpC-TSA
NP_416705.2,1,PF00005,ABC_tran
NP_416714.1,1,PF01266,DAO
NP_416715.1,1,PF00005,ABC_tran
NP_416717.1,1,PF01035,DNA_binding_1
NP_416720.1,1,PF02518,HATPase_c
NP_416721.1,1,PF00072,Response_reg
NP_416743.1,1,PF07690,MFS_1
NP_416744.1,1,PF01266,DAO
NP_416749.4,1,PF07690,MFS_1
NP_416754.1,1,PF00293,NUDIX
NP_416755.1,1,PF00300,His_Phos_1
NP_416757.1,1,PF00535,Glycos_transf_2
NP_416770.1,1,PF00583,Acetyltransf_1
NP_416771.4,1,PF00753,Lactamase_B
NP_416793.1,1,PF00155,Aminotran_1_2
NP_416794.1,1,PF01966,HD
NP_416795.1,1,PF02080,TrkA_C
NP_416802.1,1,PF00293,NUDIX
NP_416803.3,1,PF00149,Metallophos
NP_416807.1,1,PF01370,Epimerase
NP_416809.1,1,PF00005,ABC_tran
NP_416810.1,1,PF00528,BPD_transp_1
NP_416811.1,1,PF00528,BPD_transp_1
NP_416814.1,1,PF02441,Flavoprotein
NP_416819.1,1,PF01039,Carboxyl_trans
NP_416820.1,1,PF09335,VTT_dom
NP_416821.1,1,PF01416,PseudoU_synth_1
NP_416823.1,1,PF02826,2-Hacid_dh_C
NP_416825.1,1,PF07690,MFS_1
NP_416827.4,1,PF01266,DAO
NP_416832.1,1,PF01264,Chorismate_synt
NP_416842.1,1,PF00300,His_Phos_1
NP_416844.1,1,PF00109,ketoacyl-synt
NP_416850.1,1,PF00589,Phage_integrase
NP_416852.1,1,PF00535,Glycos_transf_2
NP_416867.1,1,PF00291,PALP
NP_416868.1,1,PF07690,MFS_1
NP_416869.1,1,PF00364,Biotin_lipoyl
NP_416870.1,1,PF00072,Response_reg
NP_416880.1,1,PF00155,Aminotran_1_2
NP_416881.1,1,PF02518,HATPase_c
NP_416882.1,1,PF00072,Response_reg
NP_416884.1,1,PF00391,PEP-utilizers
NP_416886.1,1,PF00557,Peptidase_M24
NP_416899.1,1,PF00749,tRNA-synt_1c
NP_416901.1,1,PF07690,MFS_1
NP_416902.1,1,PF01048,PNP_UDP_1
NP_416909.1,1,PF00291,PALP
NP_416911.1,1,PF00391,PEP-utilizers
NP_416913.1,1,PF00294,PfkB
NP_416916.1,1,PF00291,PALP
NP_416917.1,1,PF00005,ABC_tran
NP_416919.1,1,PF00528,BPD_transp_1
NP_416922.1,1,PF01380,SIS
NP_416923.1,1,PF01380,SIS
NP_416929.4,1,PF00583,Acetyltransf_1
NP_416937.2,1,PF00589,Phage_integrase
NP_416950.1,1,PF00171,Aldedh
NP_416956.1,1,PF01926,MMR_HSR1
NP_416962.1,1,PF00293,NUDIX
NP_416963.1,1,PF07992,Pyr_redox_2
NP_416967.1,1,PF01546,Peptidase_M20
NP_416971.1,1,PF01259,SAICAR_synt
NP_416973.1,1,PF00701,DHDPS
NP_416974.4,1,PF13291,ACT_4
NP_416975.1,1,PF00578,AhpC-TSA
NP_416986.4,1,PF00004,AAA
NP_416988.1,1,PF01594,AI-2E_transport
NP_416991.2,1,PF00308,Bac_DnaA
NP_416993.2,1,PF00156,Pribosyltran
NP_416995.1,1,PF00551,Formyl_trans_N
NP_417011.1,1,PF01381,HTH_3
NP_417012.1,1,PF04055,Radical_SAM
NP_417016.4,1,PF00581,Rhodanese
NP_417021.1,1,PF00012,HSP70
NP_417027.1,1,PF00588,SpoU_methylase
NP_417031.1,1,PF07690,MFS_1
NP_417042.1,1,PF00005,ABC_tran
NP_417049.1,1,PF00072,Response_reg
NP_417054.2,1,PF00383,dCMP_cyt_deam_1
NP_417056.2,1,PF01380,SIS
NP_417058.1,1,PF01648,ACPS
NP_417075.1,1,PF03167,UDG
NP_417077.1,1,PF00085,Thioredoxin
NP_417079.1,1,PF00583,Acetyltransf_1
NP_417082.1,1,PF07690,MFS_1
NP_417088.1,1,PF02482,Ribosomal_S30AE
NP_417091.1,1,PF03807,F420_oxidored
NP_417097.1,1,PF01245,Ribosomal_L19
NP_417098.1,1,PF01746,tRNA_m1G_MT
NP_417099.4,1,PF01782,RimM
NP_417100.1,1,PF00886,Ribosomal_S16
NP_417104.1,1,PF01025,GrpE
NP_417105.1,1,PF01513,NAD_kinase
NP_417110.1,1,PF01668,SmpB
NP_417111.1,1,PF00589,Phage_integrase
NP_417146.2,1,PF01266,DAO
NP_417147.1,1,PF00171,Aldedh
NP_417151.1,1,PF01476,LysM
NP_417154.1,1,PF00581,Rhodanese
NP_417161.1,1,PF02867,Ribonuc_red_lgC
NP_417164.1,1,PF00528,BPD_transp_1
NP_417171.1,1,PF07690,MFS_1
NP_417174.1,1,PF09335,VTT_dom
NP_417179.1,1,PF00154,RecA_N
NP_417189.2,1,PF00004,AAA
NP_417190.1,1,PF00753,Lactamase_B
NP_417192.1,1,PF01300,Sua5_yciO_yrdC
NP_417211.1,1,PF00004,AAA
NP_417214.1,1,PF00149,Metallophos
NP_417222.1,1,PF01476,LysM
NP_417251.2,1,PF07690,MFS_1
NP_417255.1,1,PF07690,MFS_1
NP_417257.1,1,PF04055,Radical_SAM
NP_417269.1,1,PF07690,MFS_1
NP_417271.1,1,PF00849,PseudoU_synth_2
NP_417281.1,1,PF07690,MFS_1
NP_417290.1,1,PF00266,Aminotran_5
NP_417296.1,1,PF00580,UvrD-helicase
NP_417305.1,1,PF01790,LGT
NP_417306.1,1,PF00391,PEP-utilizers
NP_417307.1,1,PF00293,NUDIX
NP_417312.1,1,PF07690,MFS_1
NP_417315.1,1,PF02784,Orn_Arg_deC_N
NP_417317.1,1,PF01177,Asp_Glu_race
NP_417318.1,1,PF07690,MFS_1
NP_417321.2,1,PF00109,ketoacyl-synt
NP_417324.1,1,PF00486,Trans_reg_C
NP_417329.1,1,PF00486,Trans_reg_C
NP_417341.4,1,PF01476,LysM
NP_417347.1,1,PF00291,PALP
NP_417348.1,1,PF01546,Peptidase_M20
NP_417349.4,1,PF01979,Amidohydro_1
NP_417350.1,1,PF00696,AA_kinase
NP_417354.1,1,PF07992,Pyr_redox_2
NP_417355.4,1,PF01979,Amidohydro_1
NP_417359.1,1,PF01979,Amidohydro_1
NP_417363.2,1,PF07992,Pyr_redox_2
NP_417365.1,1,PF00293,NUDIX
NP_417370.1,1,PF00589,Phage_integrase
NP_417382.1,1,PF01266,DAO
NP_417384.1,1,PF00557,Peptidase_M24
NP_417388.1,1,PF02826,2-Hacid_dh_C
NP_417399.1,1,PF00924,MS_channel_2nd
NP_417401.1,1,PF00162,PGK
NP_417413.1,1,PF02784,Orn_Arg_deC_N
NP_417418.1,1,PF07690,MFS_1
NP_417421.4,1,PF04452,Methyltrans_RNA
NP_417424.1,1,PF03652,RuvX
NP_417425.2,1,PF00437,T2SSE
NP_417426.1,1,PF01168,Ala_racemase_N
NP_417429.1,1,PF01725,Ham1p_like
NP_417430.1,1,PF04055,Radical_SAM
NP_417435.1,1,PF02390,Methyltransf_4
NP_417436.1,1,PF00730,HhH-GPD
NP_417439.4,1,PF07690,MFS_1
NP_417453.1,1,PF01565,FAD_binding_4
